zip,provider,rate
11705,Long Island Power Authority,0.20515491
11691,Long Island Power Authority,0.20515491
11559,Long Island Power Authority,0.20515491
11558,Long Island Power Authority,0.20515491
11713,Long Island Power Authority,0.20515491
11710,Long Island Power Authority,0.20515491
11717,Long Island Power Authority,0.20515491
11715,Long Island Power Authority,0.20515491
11714,Long Island Power Authority,0.20515491
11719,Long Island Power Authority,0.20515491
11718,Long Island Power Authority,0.20515491
11955,Long Island Power Authority,0.20515491
11956,Long Island Power Authority,0.20515491
11952,Long Island Power Authority,0.20515491
11568,Long Island Power Authority,0.20515491
11569,Long Island Power Authority,0.20515491
11560,Long Island Power Authority,0.20515491
11561,Long Island Power Authority,0.20515491
11563,Long Island Power Authority,0.20515491
11565,Long Island Power Authority,0.20515491
11566,Long Island Power Authority,0.20515491
11798,Long Island Power Authority,0.20515491
11793,Long Island Power Authority,0.20515491
11792,Long Island Power Authority,0.20515491
11791,Long Island Power Authority,0.20515491
11790,Long Island Power Authority,0.20515491
11797,Long Island Power Authority,0.20515491
11796,Long Island Power Authority,0.20515491
11795,Long Island Power Authority,0.20515491
11794,Long Island Power Authority,0.20515491
11716,Long Island Power Authority,0.20515491
11853,Long Island Power Authority,0.20515491
11854,Long Island Power Authority,0.20515491
11954,Long Island Power Authority,0.20515491
11957,Long Island Power Authority,0.20515491
11950,Long Island Power Authority,0.20515491
11362,Long Island Power Authority,0.20515491
11363,Long Island Power Authority,0.20515491
11042,Long Island Power Authority,0.20515491
11040,Long Island Power Authority,0.20515491
11551,Long Island Power Authority,0.20515491
11550,Long Island Power Authority,0.20515491
11553,Long Island Power Authority,0.20515491
11552,Long Island Power Authority,0.20515491
11555,Long Island Power Authority,0.20515491
11554,Long Island Power Authority,0.20515491
11557,Long Island Power Authority,0.20515491
11556,Long Island Power Authority,0.20515491
11947,Long Island Power Authority,0.20515491
11740,Long Island Power Authority,0.20515491
11741,Long Island Power Authority,0.20515491
11742,Long Island Power Authority,0.20515491
11743,Long Island Power Authority,0.20515491
11746,Long Island Power Authority,0.20515491
11747,Long Island Power Authority,0.20515491
11749,Long Island Power Authority,0.20515491
11975,Long Island Power Authority,0.20515491
11582,Long Island Power Authority,0.20515491
11580,Long Island Power Authority,0.20515491
11581,Long Island Power Authority,0.20515491
11010,Long Island Power Authority,0.20515491
11509,Long Island Power Authority,0.20515491
11507,Long Island Power Authority,0.20515491
11501,Long Island Power Authority,0.20515491
544  ,Long Island Power Authority,0.20515491
11973,Long Island Power Authority,0.20515491
11972,Long Island Power Authority,0.20515491
11096,Long Island Power Authority,0.20515491
11779,Long Island Power Authority,0.20515491
11778,Long Island Power Authority,0.20515491
11771,Long Island Power Authority,0.20515491
11770,Long Island Power Authority,0.20515491
11773,Long Island Power Authority,0.20515491
11772,Long Island Power Authority,0.20515491
11775,Long Island Power Authority,0.20515491
11777,Long Island Power Authority,0.20515491
11980,Long Island Power Authority,0.20515491
11978,Long Island Power Authority,0.20515491
11971,Long Island Power Authority,0.20515491
11970,Long Island Power Authority,0.20515491
11977,Long Island Power Authority,0.20515491
11976,Long Island Power Authority,0.20515491
11024,Long Island Power Authority,0.20515491
11027,Long Island Power Authority,0.20515491
11026,Long Island Power Authority,0.20515491
11021,Long Island Power Authority,0.20515491
11020,Long Island Power Authority,0.20515491
11023,Long Island Power Authority,0.20515491
11022,Long Island Power Authority,0.20515491
11726,Long Island Power Authority,0.20515491
11727,Long Island Power Authority,0.20515491
11724,Long Island Power Authority,0.20515491
11722,Long Island Power Authority,0.20515491
11720,Long Island Power Authority,0.20515491
11721,Long Island Power Authority,0.20515491
11729,Long Island Power Authority,0.20515491
11577,Long Island Power Authority,0.20515491
11576,Long Island Power Authority,0.20515491
11575,Long Island Power Authority,0.20515491
11572,Long Island Power Authority,0.20515491
11570,Long Island Power Authority,0.20515491
11944,Long Island Power Authority,0.20515491
11725,Long Island Power Authority,0.20515491
11819,Long Island Power Authority,0.20515491
11802,Long Island Power Authority,0.20515491
11520,Long Island Power Authority,0.20515491
11901,Long Island Power Authority,0.20515491
11757,Long Island Power Authority,0.20515491
11756,Long Island Power Authority,0.20515491
11755,Long Island Power Authority,0.20515491
11754,Long Island Power Authority,0.20515491
11753,Long Island Power Authority,0.20515491
11752,Long Island Power Authority,0.20515491
11751,Long Island Power Authority,0.20515491
11758,Long Island Power Authority,0.20515491
11763,Long Island Power Authority,0.20515491
11766,Long Island Power Authority,0.20515491
11579,Long Island Power Authority,0.20515491
11815,Long Island Power Authority,0.20515491
11411,Long Island Power Authority,0.20515491
11596,Long Island Power Authority,0.20515491
11590,Long Island Power Authority,0.20515491
11598,Long Island Power Authority,0.20515491
11003,Long Island Power Authority,0.20515491
11001,Long Island Power Authority,0.20515491
11004,Long Island Power Authority,0.20515491
11518,Long Island Power Authority,0.20515491
11514,Long Island Power Authority,0.20515491
11516,Long Island Power Authority,0.20515491
11510,Long Island Power Authority,0.20515491
11959,Long Island Power Authority,0.20515491
11958,Long Island Power Authority,0.20515491
11951,Long Island Power Authority,0.20515491
11953,Long Island Power Authority,0.20515491
11704,Long Island Power Authority,0.20515491
11706,Long Island Power Authority,0.20515491
11707,Long Island Power Authority,0.20515491
11701,Long Island Power Authority,0.20515491
11702,Long Island Power Authority,0.20515491
11703,Long Island Power Authority,0.20515491
11776,Long Island Power Authority,0.20515491
11803,Long Island Power Authority,0.20515491
11784,Long Island Power Authority,0.20515491
11786,Long Island Power Authority,0.20515491
11787,Long Island Power Authority,0.20515491
11780,Long Island Power Authority,0.20515491
11782,Long Island Power Authority,0.20515491
11783,Long Island Power Authority,0.20515491
11788,Long Island Power Authority,0.20515491
11789,Long Island Power Authority,0.20515491
11599,Long Island Power Authority,0.20515491
11429,Long Island Power Authority,0.20515491
11422,Long Island Power Authority,0.20515491
11948,Long Island Power Authority,0.20515491
11949,Long Island Power Authority,0.20515491
11946,Long Island Power Authority,0.20515491
11942,Long Island Power Authority,0.20515491
11940,Long Island Power Authority,0.20515491
11941,Long Island Power Authority,0.20515491
11050,Long Island Power Authority,0.20515491
11051,Long Island Power Authority,0.20515491
11052,Long Island Power Authority,0.20515491
11054,Long Island Power Authority,0.20515491
11055,Long Island Power Authority,0.20515491
11735,Long Island Power Authority,0.20515491
11737,Long Island Power Authority,0.20515491
11731,Long Island Power Authority,0.20515491
11730,Long Island Power Authority,0.20515491
11733,Long Island Power Authority,0.20515491
11732,Long Island Power Authority,0.20515491
11739,Long Island Power Authority,0.20515491
11738,Long Island Power Authority,0.20515491
11931,Long Island Power Authority,0.20515491
80501,City of Longmont,0.092438004
80502,City of Longmont,0.092438004
80503,City of Longmont,0.092438004
80504,City of Longmont,0.092438004
44275,"Lorain-Medina R E C, Inc",0.122961729
44273,"Lorain-Medina R E C, Inc",0.122961729
44044,"Lorain-Medina R E C, Inc",0.122961729
44837,"Lorain-Medina R E C, Inc",0.122961729
44287,"Lorain-Medina R E C, Inc",0.122961729
44280,"Lorain-Medina R E C, Inc",0.122961729
44090,"Lorain-Medina R E C, Inc",0.122961729
44805,"Lorain-Medina R E C, Inc",0.122961729
44074,"Lorain-Medina R E C, Inc",0.122961729
44889,"Lorain-Medina R E C, Inc",0.122961729
44880,"Lorain-Medina R E C, Inc",0.122961729
44254,"Lorain-Medina R E C, Inc",0.122961729
44256,"Lorain-Medina R E C, Inc",0.122961729
44253,"Lorain-Medina R E C, Inc",0.122961729
44859,"Lorain-Medina R E C, Inc",0.122961729
44851,"Lorain-Medina R E C, Inc",0.122961729
44035,"Lorain-Medina R E C, Inc",0.122961729
44235,"Lorain-Medina R E C, Inc",0.122961729
44001,"Lorain-Medina R E C, Inc",0.122961729
44050,"Lorain-Medina R E C, Inc",0.122961729
44214,"Lorain-Medina R E C, Inc",0.122961729
44028,"Lorain-Medina R E C, Inc",0.122961729
43333,Logan County Coop Power & Light,0.136101499
43331,Logan County Coop Power & Light,0.136101499
45340,Logan County Coop Power & Light,0.136101499
43348,Logan County Coop Power & Light,0.136101499
43347,Logan County Coop Power & Light,0.136101499
43345,Logan County Coop Power & Light,0.136101499
43310,Logan County Coop Power & Light,0.136101499
43311,Logan County Coop Power & Light,0.136101499
43318,Logan County Coop Power & Light,0.136101499
43319,Logan County Coop Power & Light,0.136101499
45365,Logan County Coop Power & Light,0.136101499
43324,Logan County Coop Power & Light,0.136101499
45334,Logan County Coop Power & Light,0.136101499
45895,Logan County Coop Power & Light,0.136101499
43358,Logan County Coop Power & Light,0.136101499
43357,Logan County Coop Power & Light,0.136101499
43360,Logan County Coop Power & Light,0.136101499
43343,Logan County Coop Power & Light,0.136101499
87506,Los Alamos County,0.100434571
87041,Los Alamos County,0.100434571
87545,Los Alamos County,0.100434571
87544,Los Alamos County,0.100434571
87025,Los Alamos County,0.100434571
87532,Los Alamos County,0.100434571
91214,Los Angeles Department of Water & Power,0.149919577
90291,Los Angeles Department of Water & Power,0.149919577
90290,Los Angeles Department of Water & Power,0.149919577
90293,Los Angeles Department of Water & Power,0.149919577
90028,Los Angeles Department of Water & Power,0.149919577
90211,Los Angeles Department of Water & Power,0.149919577
90213,Los Angeles Department of Water & Power,0.149919577
90212,Los Angeles Department of Water & Power,0.149919577
93271,Los Angeles Department of Water & Power,0.149919577
91316,Los Angeles Department of Water & Power,0.149919577
91311,Los Angeles Department of Water & Power,0.149919577
90035,Los Angeles Department of Water & Power,0.149919577
90031,Los Angeles Department of Water & Power,0.149919577
90030,Los Angeles Department of Water & Power,0.149919577
90008,Los Angeles Department of Water & Power,0.149919577
90009,Los Angeles Department of Water & Power,0.149919577
90004,Los Angeles Department of Water & Power,0.149919577
90005,Los Angeles Department of Water & Power,0.149919577
90006,Los Angeles Department of Water & Power,0.149919577
90007,Los Angeles Department of Water & Power,0.149919577
90001,Los Angeles Department of Water & Power,0.149919577
90002,Los Angeles Department of Water & Power,0.149919577
90003,Los Angeles Department of Water & Power,0.149919577
91506,Los Angeles Department of Water & Power,0.149919577
91504,Los Angeles Department of Water & Power,0.149919577
91505,Los Angeles Department of Water & Power,0.149919577
91501,Los Angeles Department of Water & Power,0.149919577
91040,Los Angeles Department of Water & Power,0.149919577
5153 ,Village of Ludlow - (VT),0.137170264
90209,Los Angeles Department of Water & Power,0.149919577
90295,Los Angeles Department of Water & Power,0.149919577
90294,Los Angeles Department of Water & Power,0.149919577
90296,Los Angeles Department of Water & Power,0.149919577
90292,Los Angeles Department of Water & Power,0.149919577
90717,Los Angeles Department of Water & Power,0.149919577
90710,Los Angeles Department of Water & Power,0.149919577
91396,Los Angeles Department of Water & Power,0.149919577
91395,Los Angeles Department of Water & Power,0.149919577
91394,Los Angeles Department of Water & Power,0.149919577
91392,Los Angeles Department of Water & Power,0.149919577
93530,Los Angeles Department of Water & Power,0.149919577
90087,Los Angeles Department of Water & Power,0.149919577
90082,Los Angeles Department of Water & Power,0.149919577
90088,Los Angeles Department of Water & Power,0.149919577
90089,Los Angeles Department of Water & Power,0.149919577
91365,Los Angeles Department of Water & Power,0.149919577
91302,Los Angeles Department of Water & Power,0.149919577
91305,Los Angeles Department of Water & Power,0.149919577
91306,Los Angeles Department of Water & Power,0.149919577
91309,Los Angeles Department of Water & Power,0.149919577
91344,Los Angeles Department of Water & Power,0.149919577
91345,Los Angeles Department of Water & Power,0.149919577
91346,Los Angeles Department of Water & Power,0.149919577
91340,Los Angeles Department of Water & Power,0.149919577
91341,Los Angeles Department of Water & Power,0.149919577
91342,Los Angeles Department of Water & Power,0.149919577
91343,Los Angeles Department of Water & Power,0.149919577
90037,Los Angeles Department of Water & Power,0.149919577
90036,Los Angeles Department of Water & Power,0.149919577
90033,Los Angeles Department of Water & Power,0.149919577
90039,Los Angeles Department of Water & Power,0.149919577
90050,Los Angeles Department of Water & Power,0.149919577
90245,Los Angeles Department of Water & Power,0.149919577
90247,Los Angeles Department of Water & Power,0.149919577
90248,Los Angeles Department of Water & Power,0.149919577
90084,Los Angeles Department of Water & Power,0.149919577
91413,Los Angeles Department of Water & Power,0.149919577
91416,Los Angeles Department of Water & Power,0.149919577
91482,Los Angeles Department of Water & Power,0.149919577
90086,Los Angeles Department of Water & Power,0.149919577
90083,Los Angeles Department of Water & Power,0.149919577
91436,Los Angeles Department of Water & Power,0.149919577
91205,Los Angeles Department of Water & Power,0.149919577
91204,Los Angeles Department of Water & Power,0.149919577
91206,Los Angeles Department of Water & Power,0.149919577
91371,Los Angeles Department of Water & Power,0.149919577
91609,Los Angeles Department of Water & Power,0.149919577
91605,Los Angeles Department of Water & Power,0.149919577
91604,Los Angeles Department of Water & Power,0.149919577
91607,Los Angeles Department of Water & Power,0.149919577
91606,Los Angeles Department of Water & Power,0.149919577
91601,Los Angeles Department of Water & Power,0.149919577
91603,Los Angeles Department of Water & Power,0.149919577
91602,Los Angeles Department of Water & Power,0.149919577
93664,Los Angeles Department of Water & Power,0.149919577
90408,Los Angeles Department of Water & Power,0.149919577
90409,Los Angeles Department of Water & Power,0.149919577
90401,Los Angeles Department of Water & Power,0.149919577
90402,Los Angeles Department of Water & Power,0.149919577
90403,Los Angeles Department of Water & Power,0.149919577
90404,Los Angeles Department of Water & Power,0.149919577
90405,Los Angeles Department of Water & Power,0.149919577
90406,Los Angeles Department of Water & Power,0.149919577
90407,Los Angeles Department of Water & Power,0.149919577
90210,Los Angeles Department of Water & Power,0.149919577
90233,Los Angeles Department of Water & Power,0.149919577
90232,Los Angeles Department of Water & Power,0.149919577
90230,Los Angeles Department of Water & Power,0.149919577
90068,Los Angeles Department of Water & Power,0.149919577
90069,Los Angeles Department of Water & Power,0.149919577
90060,Los Angeles Department of Water & Power,0.149919577
90061,Los Angeles Department of Water & Power,0.149919577
90066,Los Angeles Department of Water & Power,0.149919577
90067,Los Angeles Department of Water & Power,0.149919577
90064,Los Angeles Department of Water & Power,0.149919577
90065,Los Angeles Department of Water & Power,0.149919577
91313,Los Angeles Department of Water & Power,0.149919577
93515,Los Angeles Department of Water & Power,0.149919577
93514,Los Angeles Department of Water & Power,0.149919577
93513,Los Angeles Department of Water & Power,0.149919577
91030,Los Angeles Department of Water & Power,0.149919577
91412,Los Angeles Department of Water & Power,0.149919577
90305,Los Angeles Department of Water & Power,0.149919577
90304,Los Angeles Department of Water & Power,0.149919577
90302,Los Angeles Department of Water & Power,0.149919577
90301,Los Angeles Department of Water & Power,0.149919577
91208,Los Angeles Department of Water & Power,0.149919577
91201,Los Angeles Department of Water & Power,0.149919577
91202,Los Angeles Department of Water & Power,0.149919577
90802,Los Angeles Department of Water & Power,0.149919577
90034,Los Angeles Department of Water & Power,0.149919577
91328,Los Angeles Department of Water & Power,0.149919577
91329,Los Angeles Department of Water & Power,0.149919577
91321,Los Angeles Department of Water & Power,0.149919577
91326,Los Angeles Department of Water & Power,0.149919577
91327,Los Angeles Department of Water & Power,0.149919577
91324,Los Angeles Department of Water & Power,0.149919577
91325,Los Angeles Department of Water & Power,0.149919577
91408,Los Angeles Department of Water & Power,0.149919577
91407,Los Angeles Department of Water & Power,0.149919577
90013,Los Angeles Department of Water & Power,0.149919577
90012,Los Angeles Department of Water & Power,0.149919577
90011,Los Angeles Department of Water & Power,0.149919577
90010,Los Angeles Department of Water & Power,0.149919577
90017,Los Angeles Department of Water & Power,0.149919577
90016,Los Angeles Department of Water & Power,0.149919577
90015,Los Angeles Department of Water & Power,0.149919577
90014,Los Angeles Department of Water & Power,0.149919577
90019,Los Angeles Department of Water & Power,0.149919577
90018,Los Angeles Department of Water & Power,0.149919577
90265,Los Angeles Department of Water & Power,0.149919577
93549,Los Angeles Department of Water & Power,0.149919577
93545,Los Angeles Department of Water & Power,0.149919577
90099,Los Angeles Department of Water & Power,0.149919577
90093,Los Angeles Department of Water & Power,0.149919577
90090,Los Angeles Department of Water & Power,0.149919577
90095,Los Angeles Department of Water & Power,0.149919577
90094,Los Angeles Department of Water & Power,0.149919577
91754,Los Angeles Department of Water & Power,0.149919577
91499,Los Angeles Department of Water & Power,0.149919577
91043,Los Angeles Department of Water & Power,0.149919577
91042,Los Angeles Department of Water & Power,0.149919577
91041,Los Angeles Department of Water & Power,0.149919577
90062,Los Angeles Department of Water & Power,0.149919577
91410,Los Angeles Department of Water & Power,0.149919577
91411,Los Angeles Department of Water & Power,0.149919577
91353,Los Angeles Department of Water & Power,0.149919577
91352,Los Angeles Department of Water & Power,0.149919577
91357,Los Angeles Department of Water & Power,0.149919577
91356,Los Angeles Department of Water & Power,0.149919577
91470,Los Angeles Department of Water & Power,0.149919577
90041,Los Angeles Department of Water & Power,0.149919577
90042,Los Angeles Department of Water & Power,0.149919577
90043,Los Angeles Department of Water & Power,0.149919577
90044,Los Angeles Department of Water & Power,0.149919577
90045,Los Angeles Department of Water & Power,0.149919577
90046,Los Angeles Department of Water & Power,0.149919577
90047,Los Angeles Department of Water & Power,0.149919577
90048,Los Angeles Department of Water & Power,0.149919577
90049,Los Angeles Department of Water & Power,0.149919577
90080,Los Angeles Department of Water & Power,0.149919577
90081,Los Angeles Department of Water & Power,0.149919577
91011,Los Angeles Department of Water & Power,0.149919577
91012,Los Angeles Department of Water & Power,0.149919577
91423,Los Angeles Department of Water & Power,0.149919577
90411,Los Angeles Department of Water & Power,0.149919577
90410,Los Angeles Department of Water & Power,0.149919577
91803,Los Angeles Department of Water & Power,0.149919577
91801,Los Angeles Department of Water & Power,0.149919577
91303,Los Angeles Department of Water & Power,0.149919577
91304,Los Angeles Department of Water & Power,0.149919577
91307,Los Angeles Department of Water & Power,0.149919577
91308,Los Angeles Department of Water & Power,0.149919577
90079,Los Angeles Department of Water & Power,0.149919577
90078,Los Angeles Department of Water & Power,0.149919577
90071,Los Angeles Department of Water & Power,0.149919577
90070,Los Angeles Department of Water & Power,0.149919577
90073,Los Angeles Department of Water & Power,0.149919577
90072,Los Angeles Department of Water & Power,0.149919577
90075,Los Angeles Department of Water & Power,0.149919577
90074,Los Angeles Department of Water & Power,0.149919577
90077,Los Angeles Department of Water & Power,0.149919577
90076,Los Angeles Department of Water & Power,0.149919577
93522,Los Angeles Department of Water & Power,0.149919577
93526,Los Angeles Department of Water & Power,0.149919577
93527,Los Angeles Department of Water & Power,0.149919577
91021,Los Angeles Department of Water & Power,0.149919577
91020,Los Angeles Department of Water & Power,0.149919577
91608,Los Angeles Department of Water & Power,0.149919577
90813,Los Angeles Department of Water & Power,0.149919577
90810,Los Angeles Department of Water & Power,0.149919577
90189,Los Angeles Department of Water & Power,0.149919577
91331,Los Angeles Department of Water & Power,0.149919577
91330,Los Angeles Department of Water & Power,0.149919577
91333,Los Angeles Department of Water & Power,0.149919577
91335,Los Angeles Department of Water & Power,0.149919577
91334,Los Angeles Department of Water & Power,0.149919577
91337,Los Angeles Department of Water & Power,0.149919577
90026,Los Angeles Department of Water & Power,0.149919577
90027,Los Angeles Department of Water & Power,0.149919577
90024,Los Angeles Department of Water & Power,0.149919577
90025,Los Angeles Department of Water & Power,0.149919577
90023,Los Angeles Department of Water & Power,0.149919577
90020,Los Angeles Department of Water & Power,0.149919577
90021,Los Angeles Department of Water & Power,0.149919577
90029,Los Angeles Department of Water & Power,0.149919577
91105,Los Angeles Department of Water & Power,0.149919577
90275,Los Angeles Department of Water & Power,0.149919577
90272,Los Angeles Department of Water & Power,0.149919577
90734,Los Angeles Department of Water & Power,0.149919577
90732,Los Angeles Department of Water & Power,0.149919577
90733,Los Angeles Department of Water & Power,0.149919577
90731,Los Angeles Department of Water & Power,0.149919577
91426,Los Angeles Department of Water & Power,0.149919577
90231,Los Angeles Department of Water & Power,0.149919577
91409,Los Angeles Department of Water & Power,0.149919577
91406,Los Angeles Department of Water & Power,0.149919577
91405,Los Angeles Department of Water & Power,0.149919577
91404,Los Angeles Department of Water & Power,0.149919577
91403,Los Angeles Department of Water & Power,0.149919577
91402,Los Angeles Department of Water & Power,0.149919577
91401,Los Angeles Department of Water & Power,0.149919577
91367,Los Angeles Department of Water & Power,0.149919577
91364,Los Angeles Department of Water & Power,0.149919577
93628,Los Angeles Department of Water & Power,0.149919577
91618,Los Angeles Department of Water & Power,0.149919577
91616,Los Angeles Department of Water & Power,0.149919577
91617,Los Angeles Department of Water & Power,0.149919577
91614,Los Angeles Department of Water & Power,0.149919577
91615,Los Angeles Department of Water & Power,0.149919577
91612,Los Angeles Department of Water & Power,0.149919577
91610,Los Angeles Department of Water & Power,0.149919577
91611,Los Angeles Department of Water & Power,0.149919577
90032,Los Angeles Department of Water & Power,0.149919577
90038,Los Angeles Department of Water & Power,0.149919577
90063,Los Angeles Department of Water & Power,0.149919577
90057,Los Angeles Department of Water & Power,0.149919577
90056,Los Angeles Department of Water & Power,0.149919577
90055,Los Angeles Department of Water & Power,0.149919577
90054,Los Angeles Department of Water & Power,0.149919577
90053,Los Angeles Department of Water & Power,0.149919577
90052,Los Angeles Department of Water & Power,0.149919577
90059,Los Angeles Department of Water & Power,0.149919577
90058,Los Angeles Department of Water & Power,0.149919577
90745,Los Angeles Department of Water & Power,0.149919577
90744,Los Angeles Department of Water & Power,0.149919577
90748,Los Angeles Department of Water & Power,0.149919577
90501,Los Angeles Department of Water & Power,0.149919577
90502,Los Angeles Department of Water & Power,0.149919577
91495,Los Angeles Department of Water & Power,0.149919577
91496,Los Angeles Department of Water & Power,0.149919577
37885,Loudon Utilities Board,0.101225972
37774,Loudon Utilities Board,0.101225972
37772,Loudon Utilities Board,0.101225972
37737,Loudon Utilities Board,0.101225972
37763,Loudon Utilities Board,0.101225972
37830,Loudon Utilities Board,0.101225972
37846,Loudon Utilities Board,0.101225972
37922,Loudon Utilities Board,0.101225972
37742,Loudon Utilities Board,0.101225972
37771,Loudon Utilities Board,0.101225972
37874,Loudon Utilities Board,0.101225972
37932,Loudon Utilities Board,0.101225972
37934,Loudon Utilities Board,0.101225972
39339,Louisville Electric System,0.100969766
68637,Loup Valleys Rural P P D,0.108521615
68842,Loup Valleys Rural P P D,0.108521615
68814,Loup Valleys Rural P P D,0.108521615
68815,Loup Valleys Rural P P D,0.108521615
68817,Loup Valleys Rural P P D,0.108521615
68725,Loup Valleys Rural P P D,0.108521615
68820,Loup Valleys Rural P P D,0.108521615
68823,Loup Valleys Rural P P D,0.108521615
68828,Loup Valleys Rural P P D,0.108521615
68622,Loup Valleys Rural P P D,0.108521615
68875,Loup Valleys Rural P P D,0.108521615
68871,Loup Valleys Rural P P D,0.108521615
68735,Loup Valleys Rural P P D,0.108521615
68862,Loup Valleys Rural P P D,0.108521615
68852,Loup Valleys Rural P P D,0.108521615
68855,Loup Valleys Rural P P D,0.108521615
68869,Loup Valleys Rural P P D,0.108521615
68711,Loup Valleys Rural P P D,0.108521615
68837,Loup Valleys Rural P P D,0.108521615
68835,Loup Valleys Rural P P D,0.108521615
68665,Loup Valleys Rural P P D,0.108521615
68853,Loup Valleys Rural P P D,0.108521615
68859,Loup Valleys Rural P P D,0.108521615
68636,Loup River Public Power Dist,0.09526578
68637,Loup River Public Power Dist,0.09526578
68638,Loup River Public Power Dist,0.09526578
68842,Loup River Public Power Dist,0.09526578
68826,Loup River Public Power Dist,0.09526578
68652,Loup River Public Power Dist,0.09526578
68655,Loup River Public Power Dist,0.09526578
68628,Loup River Public Power Dist,0.09526578
68623,Loup River Public Power Dist,0.09526578
68622,Loup River Public Power Dist,0.09526578
68620,Loup River Public Power Dist,0.09526578
68627,Loup River Public Power Dist,0.09526578
68882,Loup River Public Power Dist,0.09526578
68864,Loup River Public Power Dist,0.09526578
68640,Loup River Public Power Dist,0.09526578
68665,Loup River Public Power Dist,0.09526578
68663,Loup River Public Power Dist,0.09526578
68660,Loup River Public Power Dist,0.09526578
80539,City of Loveland - (CO),0.087133899
80537,City of Loveland - (CO),0.087133899
80523,City of Loveland - (CO),0.087133899
80526,City of Loveland - (CO),0.087133899
80538,City of Loveland - (CO),0.087133899
59259,"Lower Yellowstone R E A, Inc",0.084462843
59255,"Lower Yellowstone R E A, Inc",0.084462843
59353,"Lower Yellowstone R E A, Inc",0.084462843
59221,"Lower Yellowstone R E A, Inc",0.084462843
59270,"Lower Yellowstone R E A, Inc",0.084462843
59274,"Lower Yellowstone R E A, Inc",0.084462843
59243,"Lower Yellowstone R E A, Inc",0.084462843
59330,"Lower Yellowstone R E A, Inc",0.084462843
59217,"Lower Yellowstone R E A, Inc",0.084462843
59212,"Lower Yellowstone R E A, Inc",0.084462843
59218,"Lower Yellowstone R E A, Inc",0.084462843
59262,"Lower Yellowstone R E A, Inc",0.084462843
59315,"Lower Yellowstone R E A, Inc",0.084462843
58621,"Lower Yellowstone R E A, Inc",0.086381257
58801,"Lower Yellowstone R E A, Inc",0.086381257
58853,"Lower Yellowstone R E A, Inc",0.086381257
58838,"Lower Yellowstone R E A, Inc",0.086381257
58831,"Lower Yellowstone R E A, Inc",0.086381257
83254,Lower Valley Energy Inc,0.061418492
83285,Lower Valley Energy Inc,0.061418492
83449,Lower Valley Energy Inc,0.061418492
83443,Lower Valley Energy Inc,0.061418492
83276,Lower Valley Energy Inc,0.061418492
83274,Lower Valley Energy Inc,0.061418492
83120,Lower Valley Energy Inc,0.061418492
83420,Lower Valley Energy Inc,0.061418492
83427,Lower Valley Energy Inc,0.061418492
83428,Lower Valley Energy Inc,0.061418492
83452,Lower Valley Energy Inc,0.061418492
83455,Lower Valley Energy Inc,0.061418492
83238,Lower Valley Energy Inc,0.061418492
83013,Lower Valley Energy Inc,0.061177523
83012,Lower Valley Energy Inc,0.061177523
83011,Lower Valley Energy Inc,0.061177523
83014,Lower Valley Energy Inc,0.061177523
83001,Lower Valley Energy Inc,0.061177523
82414,Lower Valley Energy Inc,0.061177523
83414,Lower Valley Energy Inc,0.061177523
82513,Lower Valley Energy Inc,0.061177523
83025,Lower Valley Energy Inc,0.061177523
83122,Lower Valley Energy Inc,0.061177523
83127,Lower Valley Energy Inc,0.061177523
83126,Lower Valley Energy Inc,0.061177523
83002,Lower Valley Energy Inc,0.061177523
83128,Lower Valley Energy Inc,0.061177523
82922,Lower Valley Energy Inc,0.061177523
82925,Lower Valley Energy Inc,0.061177523
83115,Lower Valley Energy Inc,0.061177523
83112,Lower Valley Energy Inc,0.061177523
83113,Lower Valley Energy Inc,0.061177523
83110,Lower Valley Energy Inc,0.061177523
83111,Lower Valley Energy Inc,0.061177523
83118,Lower Valley Energy Inc,0.061177523
83119,Lower Valley Energy Inc,0.061177523
28348,Lumbee River Elec Member Corp,0.112969181
28340,Lumbee River Elec Member Corp,0.112969181
28371,Lumbee River Elec Member Corp,0.112969181
28372,Lumbee River Elec Member Corp,0.112969181
28375,Lumbee River Elec Member Corp,0.112969181
28377,Lumbee River Elec Member Corp,0.112969181
28376,Lumbee River Elec Member Corp,0.112969181
28378,Lumbee River Elec Member Corp,0.112969181
28320,Lumbee River Elec Member Corp,0.112969181
28438,Lumbee River Elec Member Corp,0.112969181
28439,Lumbee River Elec Member Corp,0.112969181
28358,Lumbee River Elec Member Corp,0.112969181
28357,Lumbee River Elec Member Corp,0.112969181
28352,Lumbee River Elec Member Corp,0.112969181
28351,Lumbee River Elec Member Corp,0.112969181
28384,Lumbee River Elec Member Corp,0.112969181
28386,Lumbee River Elec Member Corp,0.112969181
28383,Lumbee River Elec Member Corp,0.112969181
28304,Lumbee River Elec Member Corp,0.112969181
28306,Lumbee River Elec Member Corp,0.112969181
28392,Lumbee River Elec Member Corp,0.112969181
28396,Lumbee River Elec Member Corp,0.112969181
28343,Lumbee River Elec Member Corp,0.112969181
28362,Lumbee River Elec Member Corp,0.112969181
28363,Lumbee River Elec Member Corp,0.112969181
28360,Lumbee River Elec Member Corp,0.112969181
28364,Lumbee River Elec Member Corp,0.112969181
28369,Lumbee River Elec Member Corp,0.112969181
28319,Lumbee River Elec Member Corp,0.112969181
28315,Lumbee River Elec Member Corp,0.112969181
